|cash|mkt|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt
483|0.0|85632.59|85717.64|85717.64|85717.64
484|0.0|462.84705|462.84705|425.89365|425.89365
485|0.0|256523.32|256523.32|254279.86|254279.86
486|0.0|3846.93|3846.93|2859.69|2859.69
487|0.0|15509.55287|16129.56955|16129.56955|16129.56955
488|0.0|14417.3007|14417.3007||
489|123.7899999999936|113340.77359|116935.09074|116935.09074|116935.09074
490|0.0|292670.09506|292670.09506|288402.92113|288402.92113
491|0.0|163888.50227|181075.85133|181075.85133|181075.85133
492|0.0|2734.67828|2734.67828|2510.31753|2510.31753
493|0.0|1497.00468|1497.00468|1248.0104|1248.0104
494|0.0|15060.85743|15321.82911|15321.82911|15321.82911
495|46.34999999997672|663742.84792|663742.84792||
496|0.0|4006.03552|4006.03552|3824.60612|3824.60612
497|0.0|50792.49|50792.49|49129.63|49129.63
498|0.0|86494.48912|86494.48912|85060.16202|85060.16202
499|0.0|467258.97415|467258.97415|459678.94046|459678.94046
500|0.0|137015.43105|137015.43105|135719.49253|135719.49253
501|181.7100000000792|698816.43529|709505.854372|709505.854372|709505.854372
502|0.0|119189.187308|119189.187308|114202.031306|114202.031306
503|0.0|54335.56|54335.56|54246.63|54246.63
504|0.0|70160.87|70160.87|69043.99|69043.99
505|0.0|168286.78074|173074.89564|173074.89564|173074.89564
506|0.0|3287.720464|3287.720464|3164.6614|3164.6614
507|0.0|598466.76991|598466.76991|581936.8305|581936.8305
508|0.0|80022.22|80022.22|78462.78|78462.78
509|9.790000000000871|59073.58013|59073.58013|58653.9198|58653.9198
510|0.0|679173.69936|679173.69936|671563.29628|671563.29628
511|0.0|37721.70924|38532.3501|38532.3501|38532.3501
512|0.0|37565.18|37874.35|37874.35|37874.35
513|0.0|11600.32054|11600.32054|11363.26116|11363.26116
514|0.0|34170.68448|35592.7665|35592.7665|35592.7665
515|15.39000000001397|268112.00707|268112.00707|259463.89091|259463.89091
516|0.0|4446.64414|4446.64414|4021.12486|4021.12486
517|0.0|72152.89|72152.89|70789.3|70789.3
518|0.0|169199.8|169199.8|167916.83|167916.83
519|0.0|981498.87758|988579.04205|988579.04205|988579.04205
520|0.0|9542.88489|9564.23808|9564.23808|9564.23808
521|136.64999999999418|172708.41938|172708.41938|121480.55756|121480.55756
522|0.0|24490.63555|24490.63555|23688.67328|23688.67328
523|0.0|20404.0998|20404.0998|19827.80697|19827.80697
524|0.0|875005.87658|875005.87658|867615.67445|867615.67445
525|0.0|2845.4096|2845.4096|2727.8699|2727.8699
526|1.4551915228366852e-11|74780.58396|74780.58396||
527|0.0|13576.4673|13576.4673|13260.36096|13260.36096
528|0.0|172497.20806|172497.20806|170864.50438|170864.50438
529|0.0|8741.3186|8741.3186|8121.07653|8121.07653
530|0.0|50237.91|50243.95|50243.95|50243.95
531|0.0|25090.600336|25090.600336|24876.063594|24876.063594
532|34.28000000000611|53099.96517|54902.25565|54902.25565|54902.25565
533|0.0|536811.15|536811.15||
534|9.179999999993017|163695.82955|163695.82955|163044.72234|163044.72234
535|0.0|496498.21839|496498.21839||
536|-7.275957614183426e-12|40156.66787|40156.66787|39891.21257|39891.21257
537|0.0|164493.58315|167814.89937|167814.89937|167814.89937
538|0.0|24342.04818|24368.79704|24368.79704|24368.79704
539|-1.4551915228366852e-11|89481.68215|89481.68215||
540|0.0|1715742.09499|1715742.09499|1691253.81941|1691253.81941
541|-9.094947017729282e-13|8126.70756|8126.70756|7815.59119|7815.59119
542|0.0|2238.01|2238.01|2238.0|2238.0
543|0.0|311358.44845|311358.44845|307469.47251|307469.47251
544|0.0|112554.55941|112554.55941|111802.09917|111802.09917
545|0.0|192002.54968|192002.54968|187192.26569|187192.26569
546|1.4551915228366852e-11|66975.77117|66975.77117|64861.88279|64861.88279
547|0.0|20597.77963|20597.77963|20431.81606|20431.81606
548|0.0|9021.25623|9021.25623|8765.22902|8765.22902
549|0.0|47253.84509|48708.50682|48708.50682|48708.50682
550|0.0|34569.2|34569.2|34368.8|34368.8
551|0.0|52002.47|52002.47|51835.95|51835.95
552|0.0|40460.16855|40460.16855|40194.64645|40194.64645
553|0.0|4826.034213|4826.034213|4764.4498|4764.4498
554|0.0|81730.48652|81730.48652||
555|156.17000000000553|60172.94|60172.94|58406.7146|58406.7146
556|5.299999999995634|33491.86571|33491.86571|32941.70127|32941.70127
557|0.0|214839.10177|214839.10177|207430.75721|207430.75721
558|718.6500000000233|733296.5863|733296.5863|721708.91399|721708.91399
559|0.0|110780.57988|113916.49049|113916.49049|113916.49049
560|0.0|101613.60635|101613.60635|100752.39036|100752.39036
561|0.0|84268.44981|87446.09148|87446.09148|87446.09148
562|0.0|79772.93199|79772.93199|78063.35727|78063.35727
563|0.0|10591.34434|10591.34434|10315.6832|10315.6832
564|0.0|184185.48226|184185.48226|182481.75938|182481.75938
565|0.0|15466.31654|16031.42364|16031.42364|16031.42364
566|0.0|402766.80677|402766.80677|394883.81291|394883.81291
567|0.0|133873.76742|133873.76742|132736.38389|132736.38389
568|0.0|170193.94592|170193.94592|168755.05354|168755.05354
569|0.0|1002.4224|1002.4224|1000.75952|1000.75952
570|0.0|17102.014388|17470.393151|17470.393151|17470.393151
571|0.0|137568.674152|137568.674152||
572|0.0|24026.11801|24026.11801|23353.76664|23353.76664
